date,pred_cases_mean,pred_cases_q10,pred_cases_q90,ess
2022-07-13,29491.135410030733,29480.406760818376,29501.17260521175,299.99999999999994
2022-07-14,29746.135549917395,29734.884440856116,29756.242746112464,299.99999999999994
2022-07-15,30005.53979329401,29994.623505548836,30015.89354395144,299.99999999999994
2022-07-16,30269.433299503384,30257.88468073237,30279.78971737236,299.99999999999994
2022-07-17,30537.682472327284,30526.063573570143,30548.258364917663,299.99999999999994
2022-07-18,30810.577051470875,30798.808741281595,30821.36180716813,299.99999999999994
2022-07-19,31087.947523683586,31076.325064841985,31098.404122379976,299.99999999999994
2022-07-20,31369.90247806576,31357.581500198852,31380.710669585224,299.99999999999994
2022-07-21,31656.360233168354,31644.031363342834,31667.60847497666,299.99999999999994
2022-07-22,31947.506515042027,31935.115255734097,31958.570258567943,299.99999999999994
2022-07-23,32243.220142144793,32230.943460120812,32254.70031362387,299.99999999999994
2022-07-24,32543.632336967046,32531.325294280676,32555.03466060293,299.99999999999994
2022-07-25,32848.7863195768,32836.21927757825,32860.64730758857,299.99999999999994
2022-07-26,33158.60786967529,33146.15249317272,33170.63617918345,299.99999999999994
2022-07-27,33473.0912067544,33460.40558231988,33485.2333959194,299.99999999999994
2022-07-28,33792.3355601451,33779.54139537528,33804.5794721651,299.99999999999994
2022-07-29,34116.28169500021,34103.50952015656,34128.93295961897,299.99999999999994
2022-07-30,34444.98447072053,34431.88344581364,34457.50444493273,299.99999999999994
2022-07-31,34778.56033627679,34765.72159912377,34791.03964624173,299.99999999999994
2022-08-01,35116.88968084958,35103.98557847839,35129.47636586237,299.99999999999994
2022-08-02,35459.97116720014,35447.06173917928,35472.6502750114,299.99999999999994
2022-08-03,35807.855398340675,35794.92757690558,35820.45725253796,299.99999999999994
