date,pred_cases_mean,pred_cases_q10,pred_cases_q90,pred_icu_mean,pred_icu_q10,pred_icu_q90,pred_deaths_mean,pred_deaths_q10,pred_deaths_q90,pred_hosp_mean,pred_hosp_q10,pred_hosp_q90,beta_mean,tau_i_mean,delta_h_mean,rho_c_mean,q_c_mean,nu_eff,S_mean,V_mean,E_mean,A_mean,I_mean,H_mean,C_mean,R_mean,D_mean,S_q10,V_q10,E_q10,A_q10,I_q10,H_q10,C_q10,R_q10,D_q10,S_q90,V_q90,E_q90,A_q90,I_q90,H_q90,C_q90,R_q90,D_q90,ess,obs_cases,obs_icu,obs_deaths,obs_hosp,raw_cases
2020-03-20,939.8613186234845,913.9590736703477,961.992222795056,39.14635774449125,37.50972719503715,39.798345056354336,10.81732220057275,10.521386035782614,10.977946005916518,211.87047581804504,201.34787193802035,222.36477498718423,0.17610800167614818,0.000964054141664649,0.04995463171816196,0.18077874061382182,0.2724463384246949,0.0,83056373.3405679,0.0,25038.230009719373,13672.769622638045,27471.28852278522,216.54292762286357,126.75151095231826,76904.1268360792,204.81366361146186,83053413.82700258,0.0,24738.985066726025,13473.717055290334,27237.251300584227,213.83153539268162,125.69756256873833,75335.59432654084,201.89485603099388,83058455.54683633,0.0,25477.811306874803,13870.769047148262,27916.347599963476,218.7843479620301,129.68291043876374,78820.90639390731,207.3559363402397,4.412442247823547,4234.756403537913,330.75,160.85714285714286,2024.2857142857144,4638.285714285715
2020-03-21,1025.0065753926706,978.1634416567272,1065.4345242692705,38.561453357578486,37.87044422616341,39.21287745471851,10.738134673409705,10.436149627976352,11.18990093682804,213.45022236793852,199.66463863785899,221.493211321307,0.19377627560473915,0.0009477056209059563,0.050447965987552953,0.1811624594568452,0.27287560249983583,0.0,83045449.95895322,0.0,27263.572798381476,14333.226671034186,28153.55022426313,212.85565162447043,122.9696883074068,84256.07303109225,219.51756945062084,83044148.38265513,0.0,26320.220810629256,13872.57629488274,27502.034476867564,210.78045151889765,119.60186895331513,81679.10251476993,216.86328807752813,83050415.2981249,0.0,27659.140922097053,14479.395809636828,28445.05878487018,215.78627066507102,124.75139468233854,85197.02233799866,222.12979983820694,3.0489281642265245,4443.359266017496,387.8,173.0,2400.204081632653,4510.0
2020-03-22,1149.33510445026,1149.5025141446818,1149.5025141446818,38.91426273666205,38.92079432840943,38.92079432840943,10.767424218246946,10.769794130268853,10.769794130268853,223.75265206035695,223.7966071452944,223.7966071452944,0.21030312154277148,0.0009587581388629437,0.05103260448810933,0.1844355844939275,0.2770622844773767,0.0,83033728.74511893,0.0,30108.56694005583,15142.220110138029,29172.19721411184,210.99107768947536,120.98935357388356,91297.80025988458,232.5858861710787,83033715.67133677,0.0,30113.504415528085,15143.804349284712,29174.80319621295,211.0156505730798,121.0105066443362,91301.69934779269,232.58374608919007,83033715.67133677,0.0,30113.504415528085,15143.804349284712,29174.80319621295,211.0156505730798,121.0105066443362,91301.69934779269,232.58374608919007,1.015138393658668,4571.818586249019,454.6666666666667,189.0,2834.489795918368,4426.857142857143
2020-03-23,1269.207772679789,1247.0432140103505,1279.4140673296022,39.073418283783504,38.541951822887306,40.212980717979505,10.860932141899587,10.647806945589174,11.038926855217625,233.342727723369,227.6317333321992,241.8013680437292,0.22263814967822182,0.0009621187395921758,0.051664131714027194,0.1858674929882766,0.2821764369380823,0.0,83022424.08131142,0.0,32646.212413915055,15795.63802909794,30316.25906983667,210.2219040865205,114.96992153555341,98263.22289495528,243.54241753702317,83020783.66760696,0.0,32453.194083298036,15717.192735370092,30216.40094885085,210.09491801190427,114.00235611442653,97102.13482566027,242.3755173141182,83023542.01731485,0.0,32823.28892223124,15965.729876155092,30711.461734299162,211.09270675022663,116.92002505236373,100492.27914426831,246.85206900616126,3.064661420092255,4625.119464344178,507.4285714285714,203.42857142857144,3313.469387755102,4379.714285714285
2020-03-24,1408.480212924915,1375.3117404143275,1437.0142302857175,39.84805298464542,38.03791779148338,41.112251713216224,10.72815913453119,10.36453264334976,11.323885092931935,247.5783273916249,246.03928307911943,255.0962255593229,0.22657591748804226,0.000979361773682886,0.050951502063891596,0.18925130848909114,0.2906681789761983,0.0,83010202.51424822,0.0,35170.13899184781,16659.535814238887,31599.447472383927,210.55628784168937,109.72958514603182,105808.04511473942,251.95526384638995,83008650.77605622,0.0,34743.42907633027,16373.595139043411,31501.20095888139,208.5251675164406,108.26883754809441,103666.01224431208,249.21207873834908,83012579.34041837,0.0,35365.44638930619,16771.166347377803,31863.41486929054,211.50350720977107,110.33184635251915,107712.72249425067,254.79362791501975,3.1295346324753677,4618.84577567555,608.1428571428571,212.0,3836.530612244898,4270.714285714285
2020-03-25,1550.5200370515636,1511.0098769910264,1608.8479761183098,41.04339446288366,38.865262161276966,42.28404200315816,10.939072677745711,10.448635520126691,11.78545011314325,266.65982957889383,260.30530836467165,276.25187829385015,0.23354165867953042,0.0009976244163506613,0.05125575513502096,0.19231156410354572,0.29694378819333367,0.0,82996094.697015,0.0,37898.6694112757,17797.164944004835,33411.85134511131,213.42135432263862,105.47346003837129,114227.93649708598,265.05188350723927,82995296.68367115,0.0,37395.7913319934,17116.245545402475,32863.002845580144,210.0088796940709,104.64167081966318,112516.81143505877,262.6277306835552,82998025.03289774,0.0,38695.54856876316,18402.22222859672,34199.78337165789,216.36324501368927,105.65961658762087,114924.27970210288,268.52334760355785,4.638659555199373,4574.559875400156,707.1428571428571,229.28571428571428,4401.020408163265,4230.571428571428
2020-03-26,1720.6128042086689,1663.8904908844302,1748.4260312804488,42.82211833230843,41.61944015959062,45.073484879011474,11.073925819368279,10.342805369852972,11.371649969789809,293.0912165422801,278.5271995801587,298.9200047451478,0.2388015420841446,0.001024910322457702,0.05130498441296818,0.19839288698564642,0.3027458257389113,0.0,82981370.57020175,0.0,41250.17647970534,18828.296022530918,35745.958709765066,215.84502843293257,102.33115556149218,122225.1326223228,281.6719008860104,82979303.14958969,0.0,40352.103149083865,18067.74869376405,35027.68576265426,211.98305907169654,100.62358757600279,120588.82396274812,273.3811750888836,82984139.91540606,0.0,41744.0253388544,19199.53250993951,36127.89620979845,218.24651946287412,103.23926300773358,125536.99973596426,284.5980024656541,3.199576353790012,4511.119786319694,807.0,236.0,4981.020408163265,4174.428571428572
2020-03-27,1915.574200714592,1916.6320336643676,1916.6320336643676,46.29680526487434,46.335005652823064,46.335005652823064,11.925926524847155,11.94044249081622,11.94044249081622,314.1242233676852,314.21834484425955,314.21834484425955,0.27469939433642765,0.0010317442751585544,0.05396239574152002,0.20948364238754652,0.3094210220846426,0.0,82966283.0656699,0.0,44933.4729765566,19182.57108506978,38057.42262531719,221.00439316987269,99.7371838299982,130949.44877728092,300.30555853722217,82966234.22565688,0.0,44953.558486910006,19170.00567000393,38071.50718511874,220.97410534439948,99.76267335925641,130976.67436086664,300.47185087616595,82966234.22565688,0.0,44953.558486910006,19170.00567000393,38071.50718511874,220.97410534439948,99.76267335925641,130976.67436086664,300.47185087616595,1.0622689565770012,4439.813477826958,914.4285714285714,244.28571428571428,5574.081632653061,4090.285714285714
2020-03-28,2129.1177645137923,2050.296888765755,2193.4767758355533,48.99347654408999,47.85764051435287,50.41854003597207,12.682733761322806,12.210021398274648,13.207166412653919,338.3044429373558,327.16154963869553,346.54667896208053,0.2846932685251493,0.00105072218243771,0.055333260862903876,0.21375271839751528,0.3114673431659638,0.0,82949258.6700683,0.0,49614.428081608945,20576.793484456037,40246.657084044615,229.20633202417088,96.79510809548971,139691.92727587358,315.41436788810495,82944892.66415922,0.0,48560.40640066191,20392.79232300067,39680.98068458428,226.7400322477805,95.26935518549068,137408.9762073335,310.7791734084087,82951310.12778996,0.0,50449.61079888885,20927.61690423158,40656.83177330424,231.9182679577049,98.16133956376393,142874.54897658032,318.7125646772404,7.517972954705445,4368.4422836350805,1047.857142857143,252.1428571428572,6172.448979591837,4078.571428571429
2020-03-29,2400.165067373648,2334.8377015512638,2483.6552271150667,52.24310682103489,51.023598275691846,53.26852820559387,13.60033788714712,13.280070653568691,13.889924289172097,369.9677586373076,354.51517293914964,382.57959769958705,0.3013411459403893,0.0010798391925372667,0.05669461172529821,0.2177815493349597,0.3148375815391406,0.0,82930023.24054109,0.0,55331.872463235144,22192.88068561349,42826.71915343306,239.88766257091044,94.57285103700434,148992.10705769504,330.9361645920444,82925270.6298762,0.0,54238.75981735273,21914.83867243699,42573.613122889954,236.63638283180612,93.66005072516145,145757.6122617617,327.8709752523075,82933670.91040353,0.0,56252.62565217135,22449.734598534047,43539.410452137585,241.69149601998484,95.5801143829427,153353.33761099097,335.1674830826861,6.524125676837773,4299.426305349688,1190.0,259.85714285714283,6765.918367346939,4062.285714285714
2020-03-30,2641.068521654555,2572.457891144784,2732.2883196879684,56.83295441962729,55.63815380485915,58.461908721262496,14.54598607656349,14.017692569115033,14.900448769673044,406.4894170319213,391.1881552007556,424.6286330047957,0.30574018431306643,0.00111036608361626,0.057325313660453764,0.2239770422717953,0.3154307806642828,0.0,82908523.93197702,0.0,60771.00554776916,24236.537488296923,45760.74312672395,253.74455275938826,92.61968198004256,160048.76604025657,346.22396132992117,82905421.15532494,0.0,59817.24451154329,23852.141232848353,45306.53565407763,251.30605160596173,91.09158960597522,156181.5561431698,342.6171219413423,82912472.28620604,0.0,62238.30495162674,24558.518154040794,46507.306622808115,256.3258108149328,93.86481904307679,162285.8979433718,351.84295104357926,9.001867090545227,4234.892854933318,1372.571428571429,274.0,7305.714285714285,4058.285714285714
2020-03-31,2857.9119642474548,2768.384929202264,3014.271534393797,64.05129203489976,60.91008779891401,66.68771037778055,15.766415612949395,15.245759043656069,16.32833505926151,438.9155666677357,430.973784432616,459.58059030593114,0.2976437353723296,0.0011103095651096675,0.05884294128437775,0.2390503021690347,0.3157585799136765,0.0,82885847.78861618,0.0,65692.30651973373,26322.235772647367,49413.64783077221,267.9406445159333,91.84015812808902,172036.61153016277,367.2927802718415,82881466.19361757,0.0,64127.226912326114,25872.07729313924,49305.735443483885,265.23722131659395,91.28861875111674,171035.2020885304,362.72613248505417,82887461.47828873,0.0,67981.09974594004,26542.326378406902,49944.242997902256,273.3493234018851,92.21849962056962,173373.50859873235,371.41767660604563,3.1229516779269715,4179.1711846195185,1580.571428571429,286.42857142857144,7771.632653061225,4048.428571428572
2020-04-01,3066.9467208203523,2921.393049482564,3202.768780917494,71.41769119304188,69.26752256765731,72.90898794721434,16.890150103166107,16.40321338331039,17.52796559861809,473.8851066011554,458.716468265991,497.3688580035835,0.2944302685000201,0.0011075172209334184,0.05928354885636468,0.25067238356027444,0.3172628949921047,0.0,82863301.77767783,0.0,70162.9390597298,28345.637103954272,53485.072020117645,284.9045043522691,91.21891311927207,183985.0266163371,386.22139665021183,82861282.19120489,0.0,67260.32661610401,27519.932846983254,52542.82063928296,281.3554296616438,90.71002328637194,179220.44498580447,380.5934191854902,82867789.2484578,0.0,72039.83943110697,28852.065013195584,54065.57801798037,287.1578217485176,92.880764260699,186017.34849932612,393.57051835689356,6.109570179985089,4135.320283874356,1790.571428571429,282.42857142857144,8156.122448979592,3950.285714285714
2020-04-02,3299.431401503152,3157.6539412901693,3515.165040139201,78.77758411266765,75.08695364584415,82.69391331262025,18.08698547782724,16.99185721640222,19.02288569711492,512.0595503993383,482.0227469395397,540.6843020727206,0.28880582360524654,0.0011192913575337083,0.05924691962078806,0.258049037500735,0.31966752948367627,0.0,82839189.52837633,0.0,74913.72682527889,30519.602746123255,57185.68571900159,305.28144912163555,91.1105497276374,197434.83716086246,403.563470884273,82833495.21537495,0.0,73552.75169375577,29654.152473265807,55325.743771682624,296.6473791886758,89.37779693915444,192589.63012684183,396.67336097165986,82844408.57084094,0.0,77184.13360174012,31391.929432960726,58401.38926075112,314.1258556448417,92.91097128760349,202593.83549519928,410.60338950217294,16.191622345067763,4102.770503700856,1999.857142857143,286.1428571428572,8436.122448979591,3895.714285714286
2020-04-03,3468.1394902335383,3429.097391496816,3615.910557206558,88.56749846996027,83.46674430390426,89.76878679747702,19.17403514521406,18.346594877882808,20.302967618800885,556.1186710056297,534.1433233920347,574.1206167785841,0.283533345155941,0.0011258885695647634,0.05786197403634082,0.26727239509684775,0.31564195899005876,0.0,82809357.5725034,0.0,79748.5234586403,33332.78443996513,61742.19701206859,331.37540612028903,91.97936954853327,215017.81460272122,415.83461003229866,82808128.85631229,0.0,79265.3307385898,33291.799385282844,60561.713129970965,322.0789793563807,91.01373601951904,209394.4344415254,413.06587168566006,82815811.98318523,0.0,81481.0808414212,34178.91174865995,62845.50116473576,333.4676304145347,92.15225977005088,216638.83687621763,425.7946265996122,2.1290161843179627,4073.7771060293053,2192.428571428572,283.85714285714283,8632.244897959185,3773.285714285714
2020-04-04,3771.8408133238318,3677.613399905007,3791.777150527826,100.38467376145249,98.52915573646821,100.82993826303493,20.916134235591134,20.533819176569356,21.032041665082268,601.2413018390582,600.565743262412,600.565743262412,0.2773433046646119,0.0011419445981418791,0.05848072048091134,0.280671752279231,0.31786309678876806,0.0,82777407.32462609,0.0,86125.95876729133,35260.70740614603,65813.31778456799,357.6586277253263,93.27624191950645,234544.9469277036,431.0328677726491,82776609.41288185,0.0,84215.0447532522,35220.48840719588,65839.92825981091,357.9085749231083,93.17103561769028,233238.28531025475,430.61509351442544,82780415.88627423,0.0,86417.33523470088,35220.48840719588,65839.92825981091,357.9085749231083,93.33071170497078,235064.70258192136,432.9233205109857,1.3938271733073981,4038.906806411684,2348.285714285714,283.0,8746.122448979591,3699.428571428572
2020-04-05,4044.307905915675,3950.2559443205364,4136.421200645181,112.04363580563013,109.2142761740998,114.84041299571518,23.073848120024827,22.182377126055254,23.905713357660094,649.6325437851093,623.0583189546976,674.3897205753547,0.28200273233515244,0.0011456782737090231,0.06017414890476615,0.29219791990171606,0.3197826889068427,0.0,82744371.918629,0.0,91793.11051692943,38411.66220655362,70878.59640582021,383.45117529692624,95.59295731580887,253647.23411175856,454.0394111477579,82733570.66922812,0.0,90506.49701584318,37811.5480799783,69970.44868991702,379.4065106959703,94.53096392989337,248628.12109550767,451.09663124049064,82752141.0864997,0.0,92954.59758227835,39549.32801257016,72173.40240573349,388.03688433650433,97.23759747244641,260848.41342277455,457.27969576708745,5.17679667214167,3991.546374361629,2472.5714285714284,277.85714285714283,8722.040816326531,3557.285714285714
2020-04-06,4336.9843531371025,4270.185722205602,4344.764340219132,128.66340533603523,124.89357328687355,129.49516958884334,25.388260709839923,24.91406903763618,25.720859307279433,686.7882386799588,682.2051088661071,694.1602838399461,0.2672417340801162,0.0011285662313502852,0.060753031011434554,0.307886071588486,0.3214529677222774,0.0,82705742.22758503,0.0,97924.47232189523,42756.73331598199,76068.66788161866,417.8929065294126,98.61463970105231,276549.4871063583,481.0979412887017,82704232.83169264,0.0,97645.80110597232,41502.958673903515,75876.67519430556,410.99608595291676,97.26140364591059,271205.53259262635,477.7315516682836,82712033.20035657,0.0,97876.16669529381,43075.73567906518,76143.20629352867,419.32349327659324,98.9499338887381,277711.9490346673,481.25037371027156,1.4533309098880889,3929.6161895224222,2560.0,267.1428571428572,8619.591836734693,3421.5714285714284
2020-04-07,4571.0092045971105,4422.897318164192,4805.240642234971,142.51427458056176,136.98022688992967,150.28902694703405,26.61804988391917,25.973916834109,27.864199626825258,732.0737562733526,714.7636454724545,762.4600053750079,0.27076779989886585,0.001131879035369703,0.0603497470526878,0.3231153469109005,0.3201038060469147,0.0,82672199.54435965,0.0,103643.50277648082,45718.83698971172,80847.17242269589,441.0631557524263,101.94023709199797,296580.7927226343,509.86558640129056,82663528.72428119,0.0,101099.08480573812,45040.671560839306,79945.99679014973,437.92452396260063,100.35131463963685,289847.7951887976,498.2364303881286,82680994.88946727,0.0,107041.29258605474,46197.855911787185,82386.31035372138,450.43490042098784,102.81996795050411,300017.06678363023,517.3385256520504,7.432277356018399,3853.0476716211138,2608.714285714286,246.57142857142856,8456.326530612245,3164.714285714286
2020-04-08,4847.336864436064,4667.7223663835275,5117.8351135405155,159.69651576941345,150.37644585521446,168.1727125816923,28.039337185123035,26.837062675910428,29.566762130737555,786.4289617672565,751.9688320604396,823.7155299967376,0.2723163392011069,0.0011345036193288194,0.05995468889541011,0.34146866088247463,0.3187326975333641,0.0,82636246.17116596,0.0,110381.78375095886,48366.425269577405,86649.01419976448,467.67546795275945,104.6278374274521,317290.8108911461,536.2294975194225,82623710.06131445,0.0,108606.45143023413,47660.98833822579,83979.06834727924,456.3163624288874,103.19747872706402,311463.945163817,526.9192638995981,82645169.0444586,0.0,114502.59289773523,49417.56552736105,88753.20825863013,484.4532808556039,106.55208342462448,322115.1257231833,548.5099057678561,9.13903753827681,3760.3826412301046,2634.5714285714284,236.8571428571429,8179.591836734695,3030.714285714286
2020-04-09,5076.506742712324,4866.901906876878,5315.956075857515,177.45341058290362,169.57383309466272,186.00760710466707,30.0877161954195,28.51823642224664,31.834953172648113,850.6207525987479,814.393041808473,889.7012737165651,0.26094763214924177,0.001148147781695895,0.06021108724182704,0.35511710880846376,0.32028935282956794,0.0,82601923.30839847,0.0,115038.52104249108,51127.74881649911,92607.93407429673,499.70391789435024,107.34909792116609,338173.6108006741,557.1024852037443,82592547.24899949,0.0,112357.07557200396,49959.90051040372,90946.7868396359,490.404522861558,105.88824269724016,331818.74462774117,548.3414273341376,82611125.72602707,0.0,118388.84642054039,52292.796151843766,94272.14301398034,508.980512233087,109.51131548401979,343942.65384801937,564.9539739069993,26.586323897164775,3645.7824128272514,2652.285714285714,230.42857142857144,7890.816326530613,2925.428571428572
2020-04-10,5236.215787872487,4939.270033299371,5557.599146834238,195.16483988129133,185.7097820773723,203.15581498332926,32.069487724204535,30.032045441851036,34.075758344423186,910.6348021008439,869.2769386532988,956.1416565320288,0.25021755684692815,0.0011699880303834393,0.0605608897708082,0.36855457302074784,0.3192113958196682,0.0,82569960.51824786,0.0,119058.3810805487,53870.24979492193,97291.03828976804,529.5412244696378,111.04973203761212,358627.12854285154,587.9174130407205,82557081.47624147,0.0,115181.91706431251,52605.386902928054,95532.04462515212,519.5175388961161,109.14499902185861,351000.3708750664,573.0526362530068,82580329.45745277,0.0,123570.86898518179,54998.813803251796,99148.24863109566,537.3643841462045,113.02303344079162,366088.96268005215,599.5358176199414,49.764391998724605,3508.3753064035373,2676.285714285714,206.1428571428572,7615.510204081633,2680.285714285714
2020-04-11,5367.061989888044,5119.167472370478,5679.825348150891,215.40938725417493,206.17418395888163,225.60564686250143,34.84790490878383,32.29994390565086,37.704097581926376,985.2773135578242,929.5248529441345,1033.05956400941,0.23976554287944438,0.001202580830970092,0.06154728393294364,0.38044934850049805,0.3183172074253753,0.0,82538537.74142371,0.0,122376.30035694374,56480.86215316097,102412.79506790258,566.1972825112958,115.88266310947107,378924.9603419841,618.6331006251434,82526627.7355387,0.0,119118.91978036027,55398.4313133603,100357.70483038329,555.079328946802,113.08902144011924,368018.1011486118,604.2279639824334,82550837.99013174,0.0,126650.71014368502,58029.07205606992,103941.82584171096,579.2937064189091,119.18084338672644,387601.8612848268,631.6594290055868,47.01120715073737,3358.5595219311217,2687.8571428571427,190.8571428571429,7278.367346938777,2482.285714285714
