date,cases_mean,cases_q10,cases_q90,deaths_mean,deaths_q10,deaths_q90,icu_mean,icu_q10,icu_q90,hospitalization_proxy_mean,hospitalization_proxy_q10,hospitalization_proxy_q90,ess
2020-04-21,578899.4038604371,578895.6702304546,578903.2387025501,1242.1843579565793,1242.1394267291062,1242.2276165965607,10894.626570396505,10893.745273511002,10895.400172892765,59644.11011855865,59642.20915757874,59645.97972987543,250.00000000000017
2020-04-22,590050.3106815757,590046.4339028263,590054.1080643069,1299.7853692322124,1299.7400906685684,1299.8294289769813,11485.553699373782,11484.601610931442,11486.471742774496,62364.72801255129,62362.846029434426,62366.56376574927,249.9999999999999
2020-04-23,599691.1285462455,599687.4168540624,599694.9811088736,1357.660934087689,1357.613547977265,1357.7075453887498,12093.104609658463,12092.241186295663,12093.977390546394,65091.046736373915,65089.007163910974,65093.040604383474,250.00000000000017
2020-04-24,607712.7967261153,607709.3292625921,607716.4969607563,1415.5228453419404,1415.4706438048286,1415.5753576028258,12715.576274270587,12714.430754319297,12716.538650544902,67808.79382101234,67806.64927692819,67811.05111038825,249.9999999999999
2020-04-25,614022.9611453946,614019.4782152213,614026.4916143002,1473.0647013153873,1473.0175721425467,1473.1173494418829,13351.122372020105,13350.092544510999,13352.121132757451,70502.81461027297,70500.87614197035,70505.05990075307,250.00000000000017
2020-04-26,618548.7915659791,618545.6887055723,618552.0481738362,1529.9660223053288,1529.9190315198312,1530.0109759275808,13997.621541153774,13996.63511804282,13998.596241022577,73157.35825756795,73155.40422838963,73159.21123775553,249.9999999999999
2020-04-27,621237.9223111832,621234.7752554825,621241.2286137935,1585.8929462991562,1585.845132513674,1585.9390316796585,14652.612771492348,14651.552675235602,14653.537246290589,75756.14834653857,75754.18977691147,75758.08732719751,250.00000000000017
2020-04-28,622061.2252052106,622058.037602085,622064.5709360589,1640.4993134063839,1640.4478877488123,1640.5445533494692,15313.48223970801,15312.351535399393,15314.48779002819,78282.34163206862,78280.23012604307,78284.19344469407,249.9999999999999
2020-04-29,621012.8595987007,621009.6462257562,621016.1096266606,1693.4364613321552,1693.3903764773106,1693.4872015629003,15977.452494873804,15976.431414737313,15978.480837283789,80719.04928333775,80717.16117525987,80721.17858895066,250.00000000000017
2020-04-30,618110.3129248972,618107.3029658056,618113.6937290095,1744.355812118407,1744.3042581458765,1744.400140052469,16641.53268760164,16640.47973176162,16642.631233877375,83049.49922328371,83047.34004359265,83051.25409019447,249.9999999999999
2020-05-01,613394.7074816355,613391.6270377118,613397.9447440297,1792.9063306964804,1792.8560003121759,1792.9531862228887,17302.46905339974,17301.449054632445,17303.50493246052,85256.92842960436,85254.81630346586,85258.84931043597,250.00000000000017
2020-05-02,606929.0959776215,606925.9406097108,606932.3011527595,1838.7575847958124,1838.7064365314018,1838.8062903967686,17956.918991077204,17955.937411484214,17957.872280788397,87325.70499394949,87323.52960087157,87327.76671520446,249.9999999999999
2020-05-03,598797.2477677711,598794.2353267085,598800.7239977554,1881.5845638517467,1881.5317476837772,1881.634512511268,18601.43983117913,18600.356648185956,18602.500878607167,89240.53502841872,89238.32532641673,89242.60545922087,250.00000000000017
